1,0.949526814,0.964648884
2,0.949526814,
3,0.949579832,
4,0.948529412,
5,0.948583421,
6,0.947534103,
7,0.952830189,
8,0.952830189,
9,0.952879581,
10,0.951832461,
11,0.951882845,
12,0.951882845,
13,0.951933124,
14,0.950888192,
15,0.950939457,
16,0.950939457,
17,0.950990615,
18,0.949947862,
19,0.95,
20,0.95,
21,0.950052029,
22,0.949011446,
23,0.949064449,
24,0.949064449,
25,0.94807892,
26,0.94807892,
27,0.94813278,
28,0.947095436,
29,0.952331606,
30,0.951295337,
31,0.956521739,
32,0.961697723,
33,0.961737332,
34,0.961737332,
35,0.960743802,
36,0.960743802,
37,0.960784314,
38,0.960784314,
39,0.959793814,
40,0.958762887,
41,0.964984552,
42,0.963954686,
43,0.96399177,
44,0.96399177,
45,0.964028777,
46,0.963001028,
47,0.963039014,
48,0.963039014,
49,0.961025641,
50,0.967179487,
51,0.966188525,
52,0.971311475,
53,0.971340839,
54,0.971340839,
55,0.970347648,
56,0.975460123,
57,0.975485189,
58,0.975485189,
59,0.974489796,
60,0.979591837,
61,0.97961264,
62,0.97961264,
63,0.978615071,
64,0.978615071,
65,0.978636826,
66,0.978636826,
67,0.977642276,
68,0.977642276,
69,0.977664975,
70,0.977664975,
71,0.976673428,
72,0.976673428,
73,0.976697062,
74,0.976697062,
75,0.975708502,
76,0.975708502,
77,0.975733064,
78,0.975733064,
79,0.974747475,
80,0.974747475,
81,0.974772957,
82,0.974772957,
83,0.973790323,
84,0.973790323,
85,0.973816717,
86,0.972809668,
87,0.972837022,
88,0.972837022,
89,0.972864322,
90,0.971859296,
91,0.97188755,
92,0.97188755,
93,0.971915747,
94,0.970912738,
95,0.970941884,
96,0.970941884,
97,0.970970971,
98,0.96996997,
99,0.97,
100,0.97,
