[1.56464876]
[2.60897707]
[1.43471585]
[3.54000662]
[2.02929641]
[4.06911414]
[1.78350303]
[4.10409711]
[2.67241713]
[2.62728579]
[3.32643478]
[2.05663708]
[2.40386116]
[2.71017451]
[2.37046986]
[2.81119555]
[1.91778906]
[2.43469867]
[2.27365909]
[-86.89290321]
[2.02891413]
[3.33930423]
[3.63870747]
[2.30826144]
[1.53512186]
[0.22539977]
[3.05963914]
[2.17822139]
[1.87038124]
[0.96222667]
[0.69971654]
[2.29513019]
[2.1869331]
[1.08107852]
[0.78683311]
[2.80964244]
[0.72116993]
[-0.05353079]
[2.42953587]
[53.258278]
[1.20399951]
[1.20075224]
[2.5200815]
[0.28285605]
[1.82372655]
[2.40341972]
[0.91605664]
[1.33073461]
[3.25708858]
[2.75346428]
[1.47753018]
[0.65189464]
[1.15346259]
[1.94934099]
[2.51503607]
[2.57294161]
[1.3174562]
[1.61714783]
[2.3528961]
[-40.80389149]
[-0.18446455]
[1.22092681]
[1.45859814]
[2.43496161]
[1.58625255]
[2.6238756]
[2.73201421]
[-0.57529465]
[1.49953759]
[2.39509459]
[-0.07913757]
[2.38431156]
[0.617705]
[2.50244861]
[1.98517722]
[2.33719414]
[3.15681325]
[1.33371242]
[2.96964363]
[67.30677636]
[3.45299661]
[0.48233819]
[1.90360649]
[-0.62386138]
[1.27841414]
[1.20565008]
[2.76969579]
[1.70573424]
[0.39092417]
[1.78998659]
[2.39039688]
[1.77663629]
[0.10555507]
[3.09166899]
[2.83896418]
[0.86814897]
[1.27384376]
[-0.2400869]
[2.84038928]
[-43.05048066]
[0.75449181]
[1.22771117]
[2.52982429]
[1.24449597]
[2.16055148]
[1.42165983]
[0.34414058]
[2.43934466]
[0.37521415]
[2.33047014]
[1.40181812]
[0.20683037]
[4.05506992]
[1.51399502]
[-0.57884548]
[0.79287734]
[0.97910882]
[3.63735963]
[1.73115539]
[23.06721785]
[1.86917011]
[2.68271488]
[-0.50717481]
[1.84637556]
[1.48266684]
[1.87769785]
[2.56975154]
[2.73918859]
[0.34574203]
[3.08605971]
[0.11720863]
[1.66041728]
[2.85735483]
[2.18755578]
[3.51979934]
[1.7887356]
[1.04135096]
[0.05192191]
[1.25757179]
[-29.99191509]
[1.71669254]
[2.73586052]
[3.46588341]
[2.61400507]
[1.65634577]
[2.95045474]
[1.78604036]
[3.30191845]
[1.83964674]
[2.71391827]
[1.64599964]
[2.67832741]
[1.11165426]
[3.28017424]
[0.08639893]
[2.08340466]
[2.08824271]
[2.54612145]
[4.1065656]
[81.42886998]
[1.74428403]
[2.34036038]
[1.2025149]
[1.79787979]
[1.99990731]
[1.15978244]
[0.85358973]
[1.74639342]
[1.93474048]
[3.5961706]
[-0.67905519]
[2.09127266]
[0.94640711]
[2.78943678]
[1.39735679]
[1.81364588]
[4.65830596]
[1.12251082]
[2.59068349]
[-60.81784078]
[1.48134256]
[2.3832272]
[0.3898307]
[2.60527953]
[2.02606141]
[2.92137082]
[1.38273778]
[1.58638246]
[1.87632047]
[2.67031256]
[1.39004698]
[0.48765943]
[1.19341775]
[2.1718697]
[1.41169669]
[2.29949994]
[2.09741413]
[2.09606669]
[2.1510027]
[14.91254689]
[-0.46558387]
[-0.09619297]
[2.18185749]
[0.45450837]
[2.1007446]
[3.47949203]
[0.25981738]
